gene	original_net	random_net	t-statistic	pvalue
SPD_2050	0.0011047182663503	0.0009972962850000001	-14.10844639511044	2.3697247202041524e-41
SPD_0410	0.0	0.0	nan	nan
ppaC	0.0005773635154895422	0.000492904865	-11.552543307187621	4.58659160169525e-29
tkt	0.0041669739095979	0.005427816523	56.47474060661078	3.3976819831e-313
rpoD	0.0032122190164068	0.004068672535	49.657216646718865	4.86401828049363e-272
SPD_0720	0.0022347807813992	0.001873010721	-28.685757496856166	1.6917044297199507e-132
SPD_1844	3.837209894760887e-05	0.000363421702	38.09952119865835	7.230899856910563e-197
SPD_0564	0.0	0.00010529964700000001	99.83677087403991	0.0
SPD_0982	0.0006267972475635133	0.0014945949710000002	74.74483921211586	0.0
rpsC	0.013596383444954	0.015653738650999997	39.3755739961212	1.8789089397487868e-205
SPD_1875	0.0	3.278631200000001e-05	108.51151314764574	0.0
SPD_0291	4.134490642250885e-05	0.00023449368699999997	37.221309321013116	6.300537059733652e-191
cysK	0.0079294183004222	0.001969792772	-341.38066437500595	0.0
ntpB	0.0	0.0	nan	nan
spr0033	0.0	0.0	nan	nan
SPD_1789	0.0	6.3130599999999995e-06	34.146064313395655	5.78681706774129e-170
SPD_0412	4.271568047642716e-07	0.000222500478	42.565491433397526	1.2244672507401036e-226
ABC-SBP	0.0	0.0	nan	nan
spxA	0.0	0.0	nan	nan
leuD	0.0009784735812133072	1.3759332999999999e-05	-490.35742365287575	0.0
SPD_0061	0.0	3.7257e-05	86.35415458148	0.0
SPD_1556	0.00016226809210309205	0.0008989272309999999	73.67850227166713	0.0
spr1197	0.00024358069285955355	8.953899499999999e-05	-148.71346401925217	0.0
nadC	0.0010794123752455	0.000227804273	-175.11454881040444	0.0
purC	6.402499368616633e-05	0.001638426365	99.01785890412319	0.0
rluD	0.0008558928740373572	0.001091915738	29.924381297470195	5.524389500914578e-141
spr1261	0.0	0.0	nan	nan
coaB	0.0012859917772477	0.0007092820659999999	-64.32639738064503	0.0
spr1727	0.0	0.0	nan	nan
spr0257	0.0	0.0	nan	nan
SPD_0302	0.0009784735812133072	0.0009754864769999998	-78.04176035693061	0.0
tpiA	0.0074263853746211	0.003188164527	-233.462109989421	0.0
GlnQ	0.0048827891142778	3.8420223000000005e-05	-3149.519893029484	0.0
mutS2	0.000639046916892902	0.00041207119600000005	-46.9293041789241	7.10353293279718e-255
spr0342	0.0	0.0	nan	nan
SPD_0775	0.0	0.0	nan	nan
SPD_1417	0.0	8.0779022e-05	63.58182614429436	0.0
SPD_1584	0.0007956619516821216	0.00040177887199999997	-37.91025387781005	1.3718958138234164e-195
Transketolase	0.0023450103175191	0.00468994015	108.90660237458621	0.0
SPD_0489	0.0036862581755723	0.002758120365	-82.79001721249443	0.0
SPD_1876	5.5317421300449685e-05	7.3848098e-05	14.571193186184145	9.40525832528502e-44
SPD_1493	0.0009338550831282262	0.000135771868	-142.17341672067124	0.0
spr0502	0.0009710090767910622	0.0022093214030000003	103.24301657455871	0.0
atpD	0.0063099738433741	0.003496204039	-150.0096996083152	0.0
SPD_0234	1.7814381533925275e-05	0.001360277985	74.26578031845634	0.0
SP_0443	0.0	0.0	nan	nan
cps2K	0.0038349008268432	0.003664385584	-9.679933277440982	3.0369560384829493e-21
SPD_1103	0.0	0.00015260427199999997	20.353807552433885	2.581262224936438e-77
accD	0.0006097624442527664	0.0026585069819999997	142.25909920150445	0.0
mecA	0.001831509623576	0.000440482573	-187.20628727701447	0.0
cdd-1	0.00032488882716156614	0.0006636869459999999	38.31088461169285	2.711717788251756e-198
spr1859	0.0	0.000192392549	16.308739271629204	3.404785002275723e-53
spxB	0.0104062915160686	0.005407042091	-254.68339283680947	0.0
SPD_0735	0.0	2.9284079999999998e-05	137.75603695104394	0.0
SPD_0662	9.063886029802808e-05	0.00037786502300000003	48.719268850137674	3.505776349308116e-266
SP_2239	0.0	0.0009591516009999999	244.38360467313962	0.0
spr0147	0.0	0.0	nan	nan
trpF	0.00047295173037965866	0.000737342613	39.89155491723077	6.594011073700573e-209
SPD_0622	0.000100371097298982	0.0009370896399999999	90.69370382227912	0.0
mefE	0.0	0.0	nan	nan
pdp	0.0040399013942904	0.0026369280059999997	-105.3886268766195	0.0
SPD_0093	0.0086656668089292	0.001491408532	-1123.7324451306654	0.0
HsdS	0.0	0.0	nan	nan
adcB	0.0001846424848090992	0.00022090098500000002	4.806027101983316	1.775796482764593e-06
SPD_0350	0.0004645700010598815	0.000143494809	-126.6400711895913	0.0
spr1743	0.0	0.0	nan	nan
pcpC	0.0	1.034185e-05	106.8634145094624	0.0
spr1745	0.0012220542740728	0.0011878941440000002	-11.162126222753404	2.3984789239793758e-27
malD	0.0138202000446764	0.000510229888	-801.6030942550676	0.0
SPD_0672	0.000208435548542252	0.000724251469	61.94114562172802	0.0
SPD_2022	5.066356059278866e-05	0.000841724183	94.00884715474736	0.0
SP_1919	0.0019559892832477	0.0006129528930000001	-374.2253995518433	0.0
SPD_1033	5.665933469233864e-05	2.047699e-05	-215.70304237415678	0.0
aatB	0.0107116423361671	0.0011154798270000001	-1146.735720761124	0.0
SPD_0223	0.0	0.00011916383	39.82857532097537	1.738955096003552e-208
SPD_1725	7.851620727820981e-07	3.6692865e-05	80.92383029964994	0.0
SPD_1183	0.0011394731153647	0.000646424032	-62.59742125531629	0.0
pep27	0.0	0.000981269616	74.72847460737293	0.0
fucI	6.719508156415666e-05	0.002779189187	228.66962982351322	0.0
SPD_0505	0.00031541580537648093	7.1509181e-05	-265.79790151326796	0.0
SPD_1961	0.0004739088639921587	0.000503245738	4.009822890452728	6.528944808720432e-05
dnaK	0.013611582106955	0.007288257659999999	-238.0858272735573	0.0
lacB	0.0038421795512133	0.001408485151	-300.2045833009239	0.0
pbp2A	0.0007691390136949882	0.001128391508	37.88921800132762	1.903044828551213e-195
pepC	0.0009784735812133072	0.0009754864769999998	-78.04176035693061	0.0
SP_1258	0.0091276025488784	0.0033924549759999996	-308.6272977747954	0.0
SPD_0139	0.0001358096432924573	0.0004544382	43.99719713647225	5.286022778762831e-236
spr1178	0.0009784735812133074	2.076692e-05	-491.88301575174745	0.0
pnpS	0.0073959749650936	0.000734265419	-706.9827137831387	0.0
SPD_0146	0.004119297578803	0.001272918859	-427.7861029989335	0.0
adhE	0.0	0.0	nan	nan
SPD_1636	0.002962114845155	0.000105327395	-369.16075197429853	0.0
SPD_0759	0.0001379168616483634	6.1567092e-05	-26.361765031443795	1.1039785612813648e-116
SPD_0231	0.0	0.0	nan	nan
spr1883	0.0	0.0	nan	nan
fmt	0.0043214031037461	0.0010659076719999998	-298.28576944400504	0.0
msmK	0.0	1.9578183000000002e-05	26.144144769183576	3.260784784138319e-115
ssb	0.001797038078969	0.0015258721180000001	-16.275452592725696	5.234376796122483e-53
SPD_1560	0.0002042546933041373	6.1103834e-05	-152.92871405059438	0.0
spr1619	0.0126672337311405	0.002271761282	-1777.678099111169	0.0
whiA	0.0004772221516947251	0.000165920801	-78.11405781208674	0.0
SPD_1262	0.0016259999061279	0.000221756271	-838.7603822890349	0.0
SPD_0188	0.0	0.0	nan	nan
aga	0.0092003502460678	0.0012033188799999998	-808.8044646394164	0.0
clgD	0.00052621887059396	0.000526462293	0.032072920536915676	0.9744203050916664
spr1080	0.0019559892832477	4.070729e-05	-880.6657509438968	0.0
SPD_0488	0.0	2.3708445999999997e-05	9.691313927487665	2.7429641013231744e-21
SPD_1967	1.2005044507817395e-05	0.000880545099	88.80251976761701	0.0
SPD_0147	0.0027204484630095	0.001184379936	-346.5159989065811	0.0
dapA	0.00029031001220395524	0.00034134706199999995	11.847351001172433	2.1606411156789743e-30
lguL	0.0024045851834554	0.000747169426	-193.80706404852205	0.0
obg	0.0024891167913314	0.0018103854359999999	-44.27213043763925	8.624700796516961e-238
SP_0917	3.56596315357629e-05	3.7030418e-05	0.755896117304193	0.4498896775839678
SP_0832	0.0	0.0	nan	nan
SPD_1437	0.0040589631158918	0.001629628823	-473.0363822024444	0.0
SPD_1093	0.0010000802024538	0.000985354549	-103.71356049732186	0.0
lgt	0.002899370077615	0.000585569047	-349.69723979101764	0.0
SPD_0077	0.0	0.0	nan	nan
nadE	0.0011764211408934	0.000709322052	-39.00216781137743	6.028729808347683e-203
dltA	0.0009440962957753512	0.0005746160090000001	-75.81663291619972	0.0
yajC-1	0.0041379286512969	0.002033619977	-161.91494489368938	0.0
murB	0.0089413907285843	0.002704186183	-538.3133589663398	0.0
recO	0.0252815677413449	0.00249261086	-1357.2783276604534	0.0
SP_0453	0.0	0.0	nan	nan
cpoA	0.0024482985981258	0.0008539724200000001	-109.9792116741987	0.0
rpsF	0.0006442218454098924	0.008552044907	233.71886726134704	0.0
SPD_1606	0.0057426289001445	0.00010600886100000001	-3478.1150942064673	0.0
mtlA2	0.00047083584530893056	0.0012113675479999998	81.69609116878402	0.0
SPD_1540	0.0	0.000157385375	37.73553266819556	2.0808805480025546e-194
SPD_0618	0.0017006457126838	0.000841522215	-204.57984017113304	0.0
SPD_0394	0.0	1.0546479e-05	10.446587278062703	2.5772305214574873e-24
dapH	0.00023649830489671844	0.0009916256589999999	57.21330068456887	1.67509e-317
SPD_0180	0.00048701234615158726	0.00019606245500000002	-71.03676522188891	0.0
purM	0.00013805492268005045	0.001534469231	87.46669013882803	0.0
SPD_1674	0.0	9.2052856e-05	27.90037241205793	3.911013087139449e-127
SPD_1846	0.0006854049195430229	0.0007252463349999999	6.1617996415346985	1.0415696162074457e-09
pepV	0.0019718797365679	0.00015069449699999998	-294.3663624294381	0.0
SPD_1200	0.0021200912588025	0.001012697015	-114.0293024291435	0.0
SPD_1176	0.0	4.9050027999999996e-05	25.517533121246437	5.420539569062724e-111
SPD_0081	0.0017645317101467	0.00018802821399999998	-249.9168020611467	0.0
SPD_1214	0.0020901541837347	0.001025239056	-892.9460222252069	0.0
SPD_0527	0.0	0.0	nan	nan
talC	0.0004059700174416514	0.000414536822	1.3570615151606082	0.17506819181356853
adcR	0.0215861076758714	0.00817423419	-849.7190399534359	0.0
prs2	0.0099302995485202	0.005886264733	-152.61433252607958	0.0
SP_1918	0.0	4.597585e-06	5.8673714828729615	6.016663170220645e-09
spr1886	0.0087875835869318	0.0013038309890000001	-826.6847020967357	0.0
GlpF	0.0	0.000150366087	51.65765244415011	2.2400125424985494e-284
spr1573	0.0022000489156967	0.00021405011199999998	-302.32747379914264	0.0
hflX	0.0015944545863784	0.000377711847	-253.51331760253873	0.0
SPD_1425	0.0	0.0	nan	nan
fld	0.0	0.0	nan	nan
queA	0.00016175773208845198	1.0239965999999999e-05	-190.62343433431613	0.0
SPD_1501	0.0004961152017105273	0.0006801192200000001	32.185369341028924	1.6373982312530226e-156
spr1947	1.5964652981127546e-07	0.00013101423800000001	79.89574982487869	0.0
IS1239	0.0009784735812133072	0.000301625747	-53.85620778901844	1.098158840615617e-297
SPD_1447	0.0004862441711364156	0.00034344622	-29.764351607498497	6.91902968699511e-140
slgM	0.0095734471605755	0.0033676262280000003	-323.58415050675757	0.0
pyrF	0.0005408461413193172	0.002228669648	85.98096492480315	0.0
SPD_0805	0.0	0.000794710593	130.97802483104005	0.0
gpmA	0.0042923908315914	0.001844523754	-197.08361485712166	0.0
carB	0.0152598284513178	0.0042219102300000005	-676.3926299236541	0.0
prfA	0.0032610723679186	0.005576341402	91.45760485947247	0.0
rumA-2	0.0	0.0	nan	nan
spr0086	0.0	0.0	nan	nan
sacA	0.0	1.3589507e-05	40.48242738522951	7.508912892147176e-213
SPD_0931	0.0048684807940435	0.0019970294720000003	-226.13196077725485	0.0
truB	0.0065512592820584	0.0031508726460000003	-163.6462647614937	0.0
slgA2	0.0008755312734873591	0.00042868686699999996	-99.40018564224893	0.0
cmk	0.0073195652308866	0.0029060628729999996	-246.30458084287378	0.0
spr1600	0.0097459417053889	0.000112833141	-1154.777979326006	0.0
spr1041	0.0	0.0	nan	nan
cps2F	5.548086559881128e-05	2.5146403999999998e-05	-49.20575827634226	3.167336582890374e-269
tmk	0.003578792875489	0.004002666606	25.656458416237047	6.309964918009338e-112
cbf1	0.0019559892832477	0.00033749771	-256.3558771328213	0.0
sulD	0.0106310788903263	0.004161248735	-376.77485979542615	0.0
SPD_0456	0.0	0.0	nan	nan
SPD_1451	0.0	0.0	nan	nan
SPD_0909	1.1146561880290913e-05	0.000449709621	78.91337030483963	0.0
map	0.0013729081679503	0.000357761732	-183.30869404691268	0.0
arcA	0.0030478809431972	0.0008220070210000001	-296.6528849195603	0.0
SPD_1217	0.00016516351610408795	0.00021737693100000002	7.136744746351841	1.8353687752389835e-12
lctO	0.0	0.000128549835	54.317572829901515	1.9096923663192505e-300
SPD_1771	0.0001344881753138465	5.3730069e-05	-22.790327537185448	6.529142157546647e-93
SPD_1586	0.0009784735812133074	2.2389708000000002e-05	-265.57885194168813	0.0
AAK99990.1	0.0	0.0	nan	nan
ftsH	0.0134742425933861	0.0028861293539999998	-546.2577888227945	0.0
cpsN	5.379680333451248e-06	7.5765564e-05	25.385925559470376	4.1484554182892815e-110
SPD_0266	3.379495150815918e-05	7.6939467e-05	17.87754164496093	3.1179299231365653e-62
pstB	0.0011228175483916	0.0008323017579999999	-20.115453279991097	7.963825003742032e-76
SPD_1072	0.0009784735812133072	2.8755708000000002e-05	-560.7859401497132	0.0
SPD_0476	0.0	0.0	nan	nan
SPD_1400	0.0	9.7964484e-05	18.157521373475433	6.844292156079448e-64
spr1533	0.0	0.0	nan	nan
SPD_1353	0.0051279070568403	0.002355598488	-207.21559493780185	0.0
SPD_1857	0.0005998782986458324	0.0004988935969999999	-11.07840466617482	5.528256415939206e-27
lytB	0.0041446225584826	0.000286426308	-1172.0614028990515	0.0
lacF-2	0.0012376136452402	0.001929842305	62.6626563569208	0.0
apt	0.0004306398878498632	0.001669657507	66.32601527846094	0.0
SP_2152	0.0	0.0	nan	nan
SPD_1664	0.0112575298887896	0.005896957776	-190.16687994803002	0.0
spr1260	0.0	0.0	nan	nan
pavA	4.245989297176041e-05	0.000300971593	94.65560270537195	0.0
spr0138	0.0	0.0	nan	nan
ntpC	0.0	0.0	nan	nan
dgkA	0.0022507671556367	0.001527590104	-57.453727939141835	6.7341e-319
ispD	0.0060017102444924	0.0005640686970000001	-572.6284499992564	0.0
SPD_1802	0.0011876472963601	0.0007735459	-48.386122802938296	4.330576406693596e-264
SPD_1212	0.0010331506456003	0.0010629658769999999	2.0863919404502016	0.0371962770037142
spr1857	0.0	0.0	nan	nan
yllC	0.0	0.0	nan	nan
rplB	0.0040592986358973	0.018023151434	312.4550745056002	0.0
SPD_1769	0.00014725984017413736	3.134216600000001e-05	-260.7018929643717	0.0
SPD_0619	1.975517286859696e-05	0.000332497005	76.59679146781326	0.0
ksgA	0.0113540438376548	0.003477260173	-458.72780002454436	0.0
SP_0777	0.0065126339541951	0.0016375493620000002	-280.2113393831538	0.0
spr2002	0.0	0.0	nan	nan
SPD_1585	0.0	0.0	nan	nan
polC	0.0001174014374647021	0.000667000748	55.229740828308	7.224357620778476e-306
manL	0.0007921267785269551	0.0021746665790000003	99.26734949897336	0.0
mtlD	0.0003896221751960133	0.000474331591	26.64973908293654	1.2415669756451031e-118
folE	0.0016701869971678	0.001825773951	14.85466034484377	3.005295005025728e-45
SPD_1576	0.0008400864853927186	0.000125167733	-298.8110134912396	0.0
glpF	0.0	3.7522019e-05	25.091394105952407	3.9112756754066766e-108
lacR1	4.348114882629714e-05	4.6767923000000006e-05	5.564834092700458	3.369991811317995e-08
SPD_0434	0.0	4.2401096e-05	28.15499296233868	7.162902830706831e-129
rluB	0.000254340766843338	0.000630429264	43.14272476996602	1.9993550779690938e-230
spr0583	0.0	0.0	nan	nan
SPD_0159	0.0032518061127708	0.001104480457	-152.76679524172735	0.0
SPD_1638	0.0011096205723866	6.6241113e-05	-85.20409007052072	0.0
pta	0.0077779203573692	0.002813655299	-267.10038525187815	0.0
aguA	0.0006438839486449994	0.000340991863	-81.70508062584554	0.0
SPD_1541	0.0	0.000104823572	49.06168773872986	2.516980283603665e-268
spr1525	0.0	0.0	nan	nan
SPD_1355	0.0	0.0	nan	nan
SPD_1721	0.0	0.0	nan	nan
spr0566	0.0009784735812133072	3.1280319999999996e-06	-702.0390332480058	0.0
Aquaporin	0.0	0.0	nan	nan
SP_1538	0.0	0.0	nan	nan
SPD_1970	0.0021482253277356	0.00010618788700000001	-2218.0510771172394	0.0
spr1532	0.0	0.0	nan	nan
SP_0619	0.0	0.0	nan	nan
Acylphosphatase	0.0006736912838369183	0.00027809281000000004	-68.0596278647035	0.0
trpC	3.918720070990173e-05	0.001449043573	144.28417345155555	0.0
nox	0.0008824550356075982	0.000176829	-97.15209529156353	0.0
trpA	0.0044799724648845	0.00306594078	-85.29177717307009	0.0
proS	0.0013282081432277	0.003110561191	182.18566260258348	0.0
thiI	5.51527468631817e-05	4.7987281e-05	-8.025458839136787	2.823536292687153e-15
spr1959	0.0	0.0	nan	nan
leuB	0.0132244074792037	0.0036830962959999995	-427.61464150462416	0.0
dnaE	0.0028370666978972	0.003435467095	43.1935008979833	9.300144121738386e-231
dnaI	0.0004356074685856217	0.00174190582	136.5549041987664	0.0
SPD_1611	0.0	2.3451584999999996e-05	39.15772322017431	5.438921068052634e-204
SPD_1397	0.0015620492892991	0.000752520237	-111.68127932890089	0.0
lacE-2	0.0012446997265515	0.0015022619399999999	28.33562713040965	4.184014576051601e-130
lpdA	0.0033442159971987	0.0022323267559999998	-80.19382850687168	0.0
spr0621	0.000977276232239723	9.4467678e-05	-1035.4907303861507	0.0
spr1490	0.0	0.0	nan	nan
SP_1203	0.0	0.0	nan	nan
SPD_1019	0.000645900924147254	0.0005935953229999999	-6.551698439628822	9.093795489793676e-11
treC	0.0013982514483704	0.00015702507399999998	-626.9996383960791	0.0
SPD_0297	0.0005039329918736577	0.001585740041	81.63144491474463	0.0
SP_0834	0.0	0.0	nan	nan
spr0348	0.0	0.0	nan	nan
thiW	5.813751091073901e-05	0.000666184536	86.7134478402477	0.0
SPD_0185	0.0009575085705876322	0.001163794539	23.996743510726212	7.631626420442634e-101
SPD_1026	0.0031745559179726	0.0042926700110000006	50.73564984902715	1.0223846360273315e-278
pncB	0.0005832637578500581	0.000927679788	25.202069721593077	7.095455928891841e-109
SPD_0633	0.0019590881653577	0.0006809554780000001	-151.2260836993366	0.0
spr0994	1.5964652981127546e-07	3.0040648e-05	20.214043078353416	1.931933451720927e-76
spr0587	0.0009894744388609586	0.001068470258	56.359381074471344	1.609195086447e-312
SPD_1947	0.0006282069837146325	0.000542066389	-13.644072109103302	5.4065939204612116e-39
cshA	0.0008530406464299786	0.0036953045729999994	157.7492121589197	0.0
SPD_1128	0.000420900042494336	0.0005972968770000001	56.61182664026099	5.363985797e-314
rimM	0.0037547869737877	0.003417442281	-16.585330737214832	9.369773328909162e-55
IS1381	0.0344809771262524	0.00276938627	-1770.1029948887158	0.0
rplW	0.00025901318657570204	0.008504737266	288.43974407257053	0.0
SPD_0481	0.0029325896910365	0.008871777391000002	160.5593723313395	0.0
vicX	0.0015247692247277	0.000100170516	-838.1916469812066	0.0
rpsL	0.0013001405891541	0.017821832492000002	356.8766551693464	0.0
spr1559	0.0	2.6373180000000002e-05	91.44097406742637	0.0
SPD_1438	0.0	0.0	nan	nan
spr1258	0.0	0.0	nan	nan
Acetyltransferase	0.0004744232319080266	0.00011917882099999999	-117.47126679211195	0.0
SP_0608	0.0	0.0	nan	nan
SPD_0069	0.0003102953279369482	0.002738220665	147.76825023473822	0.0
ilvA	0.0054957434206495	0.0057239304259999995	11.317841826268046	5.010776567233908e-28
SPD_1850	0.0014174367743178	0.0026030681370000004	57.296351783776586	5.515037e-318
SPD_1561	0.0009784735812133072	3.970765e-05	-384.4655724551305	0.0
SPD_1945	0.0005503424445964109	0.0004915780149999999	-7.287922662981987	6.387013246234516e-13
rnhB	0.0037561632075003	0.002054031828	-99.36444141088518	0.0
SPD_1036	0.0	9.846207499999999e-05	78.07748477837202	0.0
SPD_0676	0.000386711330784186	0.000169901554	-250.44286456919593	0.0
ABC-MSP	0.0	0.0	nan	nan
SPD_1733	0.0	0.000506740918	127.84928477718923	0.0
SPD_0091	0.0	0.000102074054	22.77925492815127	7.710694647251191e-93
lacC	0.0003422645705290576	0.000709413124	39.38114839885578	1.7239665103511368e-205
murC	0.003734523155793	0.003356961849	-22.65019464562905	5.348904603430941e-92
SPD_0143	0.0014511529988724	0.00022535456	-643.3881065394364	0.0
SPD_1583	0.0002459780106794361	0.000104536849	-69.97523200626368	0.0
SPD_0341	0.0024752060842533	0.00013732101	-615.6683021026639	0.0
coaC	0.0005741257399128144	0.0009299825579999999	40.501810509875845	5.577575529249118e-213
SPD_0677	0.000386711330784186	0.00030955562799999997	-7.015831719532234	4.210866371685216e-12
deoB	0.0082509850511165	0.003049084648	-407.1665147931137	0.0
asnA	0.0008537052267673393	0.00034555270800000005	-91.66457527109863	0.0
folC	0.0010000648003372	0.000645675977	-70.50783883258076	0.0
SPD_0704	0.0009784735812133072	3.1503649e-05	-469.6084431815332	0.0
SPD_1952	0.0006411116158288341	0.000997141432	147.90564019750326	0.0
Phosphodiesterase	0.0	0.000387215384	96.15499965679106	0.0
SPD_0268	0.0	4.101493e-06	83.8776081395628	0.0
purF	0.0015044466917103	0.002888804431	91.2837034259516	0.0
SPD_1465	0.0168607489632804	0.002802201068	-865.1340608207853	0.0
murI	0.0015130250805996	0.001586535805	5.274655617380151	1.6306004957962883e-07
rpsI	0.000936126945164095	0.012482962540999998	291.31332429560086	0.0
SPD_0262	0.00019481583737974105	0.001338244491	92.65622773628874	0.0
glnA	0.0046534428611902	0.001518359246	-259.0750942814864	0.0
pulA	0.0012062602954094	0.000857108279	-31.652150471997757	7.536839967487169e-153
SPD_1800	0.0	0.0006603562229999999	46.89114005107857	1.242643770008204e-254
SPD_1593	0.0	6.274253199999999e-05	129.89933108473392	0.0
dut	0.0042047419693471	0.0034134652259999996	-45.60327624068817	2.154701822246622e-246
SPD_1845	0.0005397638571498334	0.0006673302240000001	13.028516297062795	5.969626378939806e-36
SPD_0282	0.0	7.073733400000002e-05	26.03933588574253	1.662147919310668e-114
SPD_0072	0.0	0.0	nan	nan
trpS	0.00030490168996030986	0.0006301312250000001	49.79103962626099	7.161871184498042e-273
Bacteriocin	0.0	9.978504e-06	20.455851209746637	5.916196503483489e-78
SP_0647	0.0	0.0	nan	nan
SPD_0145	0.0	1.116069e-05	41.809290390375374	1.1794950360122503e-221
ScrR	0.0	0.0	nan	nan
aroE	0.0070892147990482	0.0035323265130000002	-169.38011479182757	0.0
lysS	0.0097162916939034	0.002378180435	-360.809502367364	0.0
spr1946	0.0038894284941596	0.00045563292899999995	-671.910921989765	0.0
rnc	0.0008856699794824025	0.003747419548	152.17219796202454	0.0
SPD_1729	4.665272378235688e-05	0.00014651196599999998	146.21929204070884	0.0
zwf	0.0026039642671816	0.002958524616	23.318418120514714	2.2762962221517332e-96
SPD_2053	0.0	0.0	nan	nan
SPD_1832	2.2321730830974773e-05	0.0016612259420000003	118.48554878043221	0.0
tgt	0.0015340945264929	0.0009845231640000002	-4015.16780671754	0.0
SPD_1920	0.0004782605666196886	0.000204607758	-85.15376799006786	0.0
SP_1864	0.0	0.0	nan	nan
SPD_0575	3.434235893119458e-05	5.9706103e-05	27.19739544073931	2.3878433942637754e-122
xseB	0.00032178909997409303	0.000239862599	-63.765818584325096	0.0
lys1	5.613123350955561e-05	0.000253934	20.35241691681348	2.6335530363018023e-77
SPD_1743	0.000810738298834562	0.0008789712289999999	8.179921481369	8.574989960285338e-16
SPD_1312	0.0008653216448363076	0.002684159489	134.72771672104528	0.0
ligA	0.0011967106723821	0.00039643230799999996	-126.0639414979395	0.0
dexB	0.0014472752145492	0.000447014715	-186.91530479057548	0.0
SPD_1099	0.0022347807813992	0.002773521447	23.14010206897955	3.368201301764065e-95
nanE2	0.0	0.0	nan	nan
SPD_1170	4.885613547711839e-05	0.00025580884800000003	33.0025825271788	4.007354608831047e-162
SPD_0080	0.0003251914659573774	0.0008283185919999998	45.85166348958911	5.468387384773618e-248
slgP2	0.0001973705115228511	0.000895771446	87.68116409454886	0.0
SPD_1348	0.0002756907276012709	0.000123293656	-38.93207254605301	1.7834942098550854e-202
SPD_0729	0.0019559892832477	0.000791186837	-231.5940959664395	0.0
SPD_0908	0.0002181544876742885	0.00097092346	102.49417994014283	0.0
SPD_1316	0.000682798890844322	0.0011894131009999999	41.455905453916294	2.56578691785551e-219
SPD_0411	0.0011540585252467	0.001539749495	39.34239128077718	3.1363378995846838e-205
